1076|03024801, 09278201
1077|03000606, 03000702, 03015405, 03024803, 03049304, 03050002, 04018209, 04018506, 09278203
1078|03036502, 03049703
1079|04018208, 04018508
1080|09299504, 04018904
1081|04019603, 04019802
1082|09047403, 04121302
1083|03036501, 03036601, 03046702, 03051901, 04122001, 05148501
1084|04014702, 04015602, 04015702, 09003401
1085|04011701, 04011213, 04011603, 04014106
1086|04016902, 07104504
1087|04014709, 04015609
1088|04011907, 04014010, 05198204
1089|04011906, 04014009
1090|05000201, 04011901, 04014004
1091|04015201, 05002106
1092|04155101, 04014103
1093|04014801, 04018206, 04018507
1094|03000604, 03000701, 03015402, 03024802, 03049302, 03050001, 04016002, 04016402, 04018205, 06751102, 09038903, 07046502, 04015308, 04018504, 05198206, 06617408, 09278202
1095|03015301, 04001302, 04016308, 04156202
1096|06788505, 06785405
1097|06788506, 06785406
1098|07069602, 08046801
1099|03001201, 04036604
1100|06677911, 06628102
1101|05126101, 09106504
1102|04111402, 04120102
1103|05133803, 04010208, 05121908, 05171203
1104|05047203, 05201202, 05090508, 05201101
1105|03025304, 05209203, 06034505
1106|04160101, 05210004
1107|06622903, 07059002
1108|03029605, 04117903, 06041103
1109|03047601, 06603602
1110|04115301, 04118901
1111|05066401, 07065002
1112|04135101, 04162601
1113|07092201, 09117106, 06783804, 09048103
1114|05004703, 07066303, 07047203
1115|06528701, 06640301, 06625001
1116|09305601, 06048504, 06672605
1117|05236306, 07093305
1118|04128202, 10004302
1119|05152305, 07075603, 09251001
1120|04089102, 06514501
1121|05052502, 07113002
1122|05004701, 07066301, 06709904
1123|05190402, 05214801, 05214902
1124|04124001, 05198501
1125|03019502, 06725012
1126|04122601, 09307001
1127|03025701, 07063201, 09082901
1128|06581101, 06739001
1129|06030803, 06638201, 07074406, 09290601
1130|05229503, 06510912, 07040201
1131|04045401, 05007401, 05099701
1132|06590003, 07062702
1133|06570007, 06567304
1134|04161401, 05069802
1135|06570006, 06567303
1136|06590306, 09008008
1137|03039507, 06768501
1138|03039508, 09019101
1139|06762702, 07084402
1140|06517332, 06709905
1141|04153302, 06697005
1142|07103502, 05166202, 06769201, 07115901, 09080504
1143|04024101, 06549001
1144|04023801, 06621201
1145|05233403, 09031902
1146|05036103, 05086601
1147|06562801, 09055402
1148|03032301, 06527901, 07036301, 06634801, 06026301, 08024801, 06649111, 07074601
1149|04126502, 09017302
1150|06590301, 09008003, 06683804
1151|07095202, 07093802
1152|06782604, 09253904
1153|09117103, 09034702, 09235105, 06711605
1154|06766405, 08045804
1155|04025601, 06664102
1156|05147705, 05232809, 06599102
1157|05163603, 06518108
1158|07069802, 07069610
1159|07076509, 08046504
1160|06658101, 06758919, 06546701
1161|04127901, 05038201, 06583302
1162|04038801, 05063103
1163|04023802, 06621202
1164|06590305, 09008006
1165|06755904, 06016503
1166|05087201, 09114501
1167|06685401, 06649101
1168|09250308, 06605903
1169|07096702, 05026302
1170|05135205, 06003401
1171|05091401, 05211601, 05211701
1172|03017804, 06715610, 05034004, 06624804, 06666304, 09042201
1173|06030802, 07074405
1174|04142901, 05133116, 05196301, 06775712
1175|06656502, 09261203
1176|06013704, 06652701
1177|06522904, 06639003, 06772804
1178|05196004, 06617406
1179|05025701, 05216901
1180|09295601, 06711202
1181|06658004, 06551503, 06771704
1182|06765603, 05184102
1183|07044402, 06016702
1184|04126401, 07074403
1185|06016901, 06643901
1186|05192801, 06613902
1187|07068701, 06776101
1188|06512202, 06748402
1189|05073702, 05122402
1190|06707401, 09307503, 05207609, 06663316
1191|03025801, 05189502
1192|04004616, 05036002
1193|05086704, 06643906
1194|06678701, 06717101
1195|06734901, 09073501
1196|07081702, 07027911
1197|05090701, 07085407
1198|04051406, 05006901
1199|04153301, 06697004
1200|04033001, 06672901
1201|09015203, 06701403
1202|09067001, 05232101
1203|04147702, 04067802
1204|07079201, 07085501
1205|07045704, 05094302
1206|09297801, 06645103
1207|07071604, 08064702
1208|06730101, 07034501, 07068403
1209|06016501, 06755901
1210|14564801, 14283801, 14561601, 14131101, 14565701, 13243301, 14564501, 13343301, 14457501, 14197101
1211|09282302, 09279602
1212|05233202, 06027202, 07092502
1213|14563401, 14475001, 14298101
1214|05026201, 05218801
1215|07095902, 09290101
1216|05061601, 06004101
1217|06513502, 05017802, 08020906
1218|14305901, 14535201, 14565401, 14565501, 14565601, 13563001, 14132101, 14092001, 14563101, 14563901, 14564101, 14241201
1219|14557901, 14558101, 14558201, 13564101, 14532301, 13343501, 14580401, 14558501
1220|13759401, 06609101, 14422201, 14558001, 14197801, 14580301, 14539301, 13218101, 13562501, 13357701
1221|14197201, 14557701, 14557801, 14558301
1222|09107601, 06536709
1223|14562501, 14561001
1224|14541501, 14261901, 13257701, 14295301, 14561501, 14564301, 14091001
1225|05229007, 05111401
1226|13563701, 13241601, 14263601
1227|14565101, 14565201, 14561801, 14131601, 14560901, 14564601
1228|07066901, 07043901, 14564901, 14565001, 14580901, 14541401, 14562401, 14562701, 14115301, 14563301, 13299501, 14561201
1229|13761801, 14202801
1230|05139506, 05159505
1231|06512306, 07055104
1232|06512305, 07055103
1233|06553901, 07075210, 05071001
1234|04036601, 06597401, 07113001
1235|05207612, 06780502, 06532701
1236|06531901, 07089202, 05227205, 07030210
1237|05100302, 06740001
1238|05158901, 06621601, 06689602
1239|04124303, 05035211
1240|06570004, 06567302
1241|05085403, 06760202
1242|05093703, 07033901
1243|07075504, 07038201
1244|05139504, 05159503
1245|04038102, 06673202
1246|07096701, 09034706, 05026301
1247|06773001, 04034201
1248|05159204, 06731501, 06754107
1249|03016001, 05099301
1250|09201602, 07085002, 09015002
1251|07038204, 07074903, 06632801
1252|04151801, 04142801, 07022701
1253|05124301, 06581301
1254|05233405, 06676502, 09031903
1255|05233505, 06690202
1256|09117102, 09034701, 09235102, 06753602, 06711602, 06535402
1257|06697006, 05087601
1258|07004011, 07010011
1259|14559201, 14558601
1260|14559101, 14526501, 14338201
1261|07009830, 06785901, 07081203, 08009309, 09002702, 09263602
1262|04157701, 06521001, 06660301, 07053701, 07079901, 09254901
1263|06678301, 07053408, 06742401, 09074302, 05235001, 08020201, 06703607, 07088801, 06684401, 09155502, 06683803
1264|14561301, 14559301, 14332601, 14559501, 14559701, 14562101, 13377901, 14064301, 14559901, 14563201, 13241801, 14560601, 14178501
1265|03025703, 05225101
1266|04089103, 05181806
1267|05133601, 05077502
1268|05133110, 05185902
1269|05133109, 05185901
1270|06714501, 14559801, 13256501
1271|05240002, 05240102
1272|05025301, 05216501, 06676102
1273|06031001, 07103501, 05166201, 05227209
1274|05002001, 05227106
1275|05189506, 05224012, 07076511
1276|05004705, 07066305
1277|05100406, 06764902
1278|04024001, 05084301
1279|06703406, 06573503
1280|04025301, 06577406
1281|06696702, 09013402
1282|03034201, 07075602
1283|05062501, 06714208
1284|06607403, 06630202
1285|05166204, 06769204
1286|07097306, 09188104
1287|06590004, 07062703
1288|06570009, 06567305
1289|04128302, 05073902
1290|04128303, 05073903
1291|10012802, 06761002
1292|06590101, 08006203, 14247701, 14560101, 14560201, 13243101, 14259401, 13393001, 14560301
1293|07094409, 06731504
1294|06678303, 05235003, 06684403
1295|06518103, 07076506
1296|07096703, 05026303
1297|05047301, 07008202
1298|06515503, 06701502
1299|07097503, 05110601
1300|05166205, 06769205
1301|14319601, 14580501
1302|09304501, 13276901, 14584401
1303|06514901, 06584001, 06654601, 09102301
1304|03045702, 07091501, 09036301
1305|05086801, 06664801, 06539513, 10003501, 06685409
1306|06037202, 05222001
1307|06678302, 05235002, 06684402, 06683805
1308|09007402, 09240301, 09059601, 09139402, 07085701
1309|05100301, 05100801, 06624201
1310|06592202, 07085503
1311|07041901, 14203701, 14257701
1312|06731405, 06731704
1313|06515504, 06569303
1314|07073303, 07040101
1315|06590002, 07062701, 06573104
1316|07069503, 06517601
1317|04040301, 05206614, 07085507
1318|04128803, 06598204, 09289202
1319|04045702, 09015704
1320|04022301, 05185101
1321|10008403, 09289103
1322|03053002, 07095502
1323|09235101, 06753601, 09222701, 06711601, 07071402, 06535401, 09121501
1324|05061609, 06004109
1325|06753605, 09222703, 06535405
1326|04037905, 05162009
1327|03052802, 06688101
1328|07066903, 07043903
1329|05168802, 06598501
1330|07060402, 06736801
1331|06684601, 06774201
1332|05061607, 06004107
1333|06762701, 07084401
1334|06681102, 05186506
1335|09151601, 05227703, 05235006, 06621606
1336|05223001, 09045402, 07081901, 09288901, 08023001
1337|06639205, 09167904
1338|05042201, 06725001
1339|03056005, 06576202
1340|09308901, 06721072
1341|06513501, 07079210, 05017803, 08020907
1342|05004702, 07066302, 07047202
1343|09007302, 07051902, 09106502
1344|06565204, 09202503, 05227706, 06761407, 07035608, 09276902
1345|07083302, 06645802
1346|06565205, 05035216
1347|05235005, 07069613
1348|04124302, 05035206
1349|09035401, 07091104, 04128701, 09171902
1350|05095903, 06636301
1351|04017501, 09250001
1352|05229305, 06559406
1353|07044404, 06016704
1354|06509511, 07079205, 05232205, 09016502
1355|05237805, 14141401, 14131801
1356|06593810, 06788704
1357|06620705, 06685207
1358|06593812, 06760901
1359|04127802, 09067002, 05232102
1360|05233702, 05035203
1361|08037303, 06609803
1362|06731502, 05228712, 06761803
1363|06028102, 06028202
1364|06028101, 06028201, 06028501
1365|05147704, 07085702
1366|09309203, 06012506
1367|07067307, 07095208
1368|06570904, 07048411
1369|05228710, 13160502
1370|10003405, 06539527
1371|06512207, 06748405
1372|07067306, 07095207
1373|06765202, 06760710
1374|05223705, 06510707
1375|05225912, 08014902, 05224405, 05231506, 06020607
1376|06527903, 06634803, 06573801
1377|07055305, 06510706
1378|07055304, 06510705
1379|09026103, 09006002
1380|06760719, 07072004
1381|07044406, 06016706
1382|07044409, 06016709
1383|06038508, 05061602, 06004102
1384|06685414, 06649115
1385|05237809, 14511401, 14586901
1386|04127803, 09067003, 05232104
1387|05228713, 13315201
1388|05237810, 14511301
1389|05061604, 06004104
1390|06636101, 09302904, 06020606, 09264301, 09059501
1391|09151602, 09301302, 04126503, 09017303
1392|10003404, 06760708, 07072003
1393|07075109, 07088502
1394|04128002, 07055702
1395|05061605, 06004105
1396|05223708, 05223815
1397|06509512, 05232206
1398|07044407, 06016707
1399|07081906, 05223811, 08023006
1400|09151604, 07035609
1401|06508307, 06764202, 06593809, 06788703
1402|06545207, 09307603, 07063611
1403|06644306, 06669905
1404|06741106, 06607404
1405|04125701, 07048507, 09169405
1406|06730902, 06517316
1407|07063505, 06737104
1408|06592706, 07059303
1409|07033408, 09086601
1410|03028902, 07083902
1411|05237807, 14296801
1412|05061603, 06004103
1413|05111502, 06589705
1414|06730708, 07034905
1415|05223003, 09288903
1416|07029905, 06627802
1417|05237811, 06669906
1418|06616911, 06617014, 09110108
1419|06617013, 06616910, 09110107
1420|06512310, 07055507
1421|06512311, 06734904, 07055508, 09073504
1422|09232204, 09195904
1423|06025206, 07055506
1424|06025205, 07055505
1425|10012803, 06761003
1426|06512206, 06748404
1427|05223004, 09288905
1428|09060101, 06020809
1429|06539512, 06685417, 06649110
1430|07053404, 07034903
1431|06648405, 06617012
1432|07031107, 06570202
1433|07004012, 07010012
1434|06651104, 06664505
1435|06660004, 06747607, 06741505
1436|07069807, 07069606
1437|05211602, 05211702
1438|05226005, 06592201
1439|06565802, 05225703
1440|05085702, 06648904
1441|04016301, 06581201, 06586601, 06025230
1442|06515501, 07009815, 05114301
1443|10003401, 05017301, 06760701, 07072001
1444|14171801, 14308001
1445|04155201, 06564903
1446|05223807, 06685202, 07077701
1447|06621603, 06689601
1448|05045601, 06664204
1449|09047401, 07059309
1450|07051305, 10002601
1451|05023507, 05051301
1452|06669901, 05237801
1453|06669902, 05237802
1454|05225202, 05225304
1455|07075401, 05228701, 07085301, 09106802, 09038003, 09184201
1456|04046303, 06574003
1457|05135501, 05232405, 07073405
1458|05159201, 06754101
1459|06725007, 06760012
1460|06653401, 06648807
1461|06782603, 09253903
1462|08008201, 06763501
1463|04125501, 09083901
1464|05004704, 07066304, 07047204
1465|04022001, 05211501
1466|05232401, 07073401
1467|06512201, 06748401
1468|06512203, 06748403
1469|07069806, 07069605
1470|06509501, 09016501
1471|07060603, 08014003
1472|06508401, 06682302
1473|05232402, 07073402
1474|05135502, 07051302
1475|05232403, 07073403
1476|04128201, 10004301
1477|05224403, 07075103
1478|06648404, 06617011, 09278502
1479|06526603, 05052504, 05172304, 06628301
1480|05036101, 06773501
1481|07079204, 07085505
1482|06607401, 06558501
1483|05240003, 05240103
1484|06545205, 09307602
1485|05237901, 06514701
1486|04001401, 06701101, 09030603, 06743002
1487|05004401, 05017303, 06760706
1488|08009303, 06649108
1489|06718603, 06770203
1490|05001406, 05097401
1491|06711812, 06683807
1492|06758913, 06710201
1493|10003403, 06760702, 07072002
1494|09117105, 09034704, 09235103, 06753603, 06711603, 07071403, 06535403
1495|09022802, 09006206
1496|09250306, 06605901
1497|06594703, 07054402
1498|06544801, 09098401, 06572401
1499|06007002, 09129404
1500|09296601, 05099601
1501|06731503, 07078001, 09038004, 09184202
1502|05228901, 09035402, 06544905, 06725002, 06651501
1503|05233701, 07050301, 04124301, 05035202, 06627514, 06701421, 06513708, 09036501, 09198201
1504|06522302, 05030703
1505|07092401, 06609802
1506|05134701, 09043501, 09263601
1507|07085202, 09022103
1508|06570003, 07026903
1509|04155203, 06539532
1510|06038302, 05232307
1511|04032902, 06575901
1512|05096201, 06746901
1513|05025702, 05216902
1514|05232406, 07073406
1515|05061608, 06004108, 06504906
1516|06764201, 09307502, 06593808, 06788701
1517|07034908, 07014801
1518|04036602, 06597402
1519|04128805, 09289204
1520|05227204, 09012201, 06573105
1521|05061401, 05206609
1522|06765606, 05086706
1523|09311702, 09007301, 07051901
1524|03000302, 04007603, 04144102
1525|07062203, 06733503
1526|06545201, 09307601, 09309101
1527|03053001, 07095501
1528|04036401, 05063101, 09003001
1529|05121502, 06528001, 05172302, 09001104, 06745301
1530|07009801, 08012403
1531|03035902, 05192102
1532|05159302, 09059102, 07075005
1533|04001404, 06543301
1534|05069703, 06672601
1535|06509502, 07079203, 06709901
1536|06010701, 06583301
1537|07069501, 06580801
1538|06535701, 06665301, 09285601
1539|05004706, 07066306
1540|05232512, 07035905
1541|06593804, 06788705
1542|05147702, 05070602
1543|09055405, 06672604, 07055101
1544|09250307, 06605902
1545|07067305, 05211506, 07095205
1546|09117104, 09034703, 09235106, 06711606, 07071404
1547|07076402, 06743101
1548|04023803, 06621203
1549|06762703, 07084403
1550|07058901, 07073601
1551|06574801, 06563402
1552|05100411, 06764903
1553|04034802, 05100401, 06764901
1554|09016702, 07030603
1555|04021401, 04153401
1556|05023502, 07060509, 07008901
1557|05223802, 07078701, 06510704, 09176602, 09087104, 09280002
1558|06731402, 06731703
1559|05226007, 06774701
1560|07036302, 07091101, 09171901, 07086604
1561|07097401, 07075004
1562|04023403, 09029304
1563|04021202, 06524601, 09007802, 06599101
1564|07021302, 09261801, 09086602
1565|09045504, 06509504
1566|06593803, 09177705
1567|05133115, 06775711
1568|05232808, 06772504
1569|05229511, 06030814
1570|05086802, 06664802, 06539514, 10003502, 06685410
1571|05141401, 06640502
1572|03016601, 09024902, 09086603
1573|04043002, 04043302
1574|03042502, 07086501
1575|04023902, 05163001, 05085401, 06760201
1576|05146502, 06678304, 05159001, 05235004, 06684404
1577|06517329, 05004403, 07075108
1578|10012801, 06761001, 09001101
1579|06655001, 06536101
1580|04022002, 05211505
1581|04127302, 05035002
1582|05159502, 09289501
1583|09202504, 04057403, 06005710, 06504202, 08026502, 09046403, 09256501
1584|04124201, 06504203, 08026503, 09046404
1585|07060403, 06736802
1586|09120403, 09244603
1587|04021402, 04153402
1588|06768102, 06574002
1589|05038701, 07070703, 06583201
1590|06768101, 06574001
1591|05133102, 06584701
1592|09049601, 07074901
1593|05061606, 05207602, 06004106
1594|05226002, 06592206
1595|09232202, 09195902
1596|09008303, 07086203
1597|10008401, 09289101
1598|06721003, 07063403
1599|06678305, 05235009, 06684405
1600|04033804, 09286908, 07071206
1601|05166203, 06769203
1602|04157703, 06508305, 06629101
1603|05140301, 06625007, 05013101
1604|09240302, 07088304
1605|04004611, 05036001
1606|06541601, 06657201
1607|06732103, 06756906
1608|06762705, 07084405
1609|07004014, 07010016, 07050212
1610|07009827, 04066207
1611|05180001, 06722601
1612|09300701, 05165904, 06770601
1613|04128001, 05147701, 07055701
1614|05116303, 06026703, 06679302, 06631803
1615|05061610, 06004110
1616|09288605, 05226006
1617|06682803, 05227708
1618|07060506, 07067408
1619|07086801, 07086701
1620|05224402, 06010802, 07075102
1621|05223702, 06510703, 07080101
1622|06025229, 06676103
1623|06755903, 06016502
1624|08014901, 06682801
1625|06539508, 06760704
1626|07021101, 09067701
1627|06709903, 06513701, 09256603
1628|05177402, 09083903, 05159301, 06621003, 09059101
1629|06648401, 05230002, 06617001
1630|06648402, 06617002
1631|09149301, 05227201
1632|09203201, 07084803, 09039002
1633|06633601, 06595910
1634|03008208, 05229114
1635|03058601, 07043404, 07122301
1636|09287801, 08029007
1637|04038501, 06636906, 06678504, 09003301
1638|03028102, 06586502, 09009304, 04001902
1639|04013803, 05046002
1640|07045005, 06638301
1641|06681401, 06549302, 05070804, 06596901, 06686002
1642|03018213, 04143913
1643|06576705, 04011204
1644|06759701, 07038501
1645|05228813, 06607004
1646|03013701, 07057101
1647|04085901, 05050801, 06721035
1648|07059902, 07029707
1649|03019001, 06578601, 06757201
1650|06717002, 06651101, 06750101, 06576301, 06570401
1651|06660001, 06747601, 06595901
1652|04008801, 06740601
1653|06648502, 08062302, 06634001, 09282401, 06585401, 07046601
1654|05144403, 05230815, 06754410, 09008204
1655|03041104, 04011405, 06749803
1656|04105601, 06734501, 06625601
1657|05230712, 10010103
1658|03012303, 05056802, 05193411, 06715903, 08030011, 06749210, 09232103
1659|09297601, 08060701, 08037501
1660|06788501, 07054202, 05139101, 06785401, 08050002
1661|04156001, 04134601, 06514101
1662|09299503, 04018903
1663|05034801, 04115001
1664|03026501, 07039504, 07073605
1665|04128301, 05073901
1666|05138101, 06044701
1667|05047205, 06580001, 06695301, 06678502, 07034803, 09180901
1668|03001704, 09038902, 05095501, 05119002, 06757403
1669|09000301, 05098501
1670|05123301, 07043301
1671|07055704, 06579001
1672|06550501, 07034802
1673|06753402, 09236502
1674|06753401, 09236501
1675|03036903, 07059308
1676|05119004, 06757501, 08067004
1677|04004308, 05070703, 05202701, 06721403, 06767401, 07083404
1678|05047207, 05119301
1679|05058201, 05131601
1680|04139701, 07096501, 06625606
1681|06684605, 05099302
1682|03041501, 03041601, 03041901
1683|07005001, 07005101
1684|04004817, 04004906
1685|03004801, 06634004
1686|03015001, 06640701, 06610301
1687|06678306, 06621002, 06626703, 06637001, 07055102
1688|06576701, 08013301
1689|052291a7, 08027905, 07043405
1690|06650508, 06779901
1691|05047209, 06696801
1692|03008205, 03008302
1693|06527301, 07031802
1694|05003204, 05005304, 05212408, 05214107
1695|03023901, 05002103
1696|07030206, 07017701, 09264401
1697|06775502, 09249602
1698|06037301, 06775501, 09249601
1699|05095718, 05098202, 06618305
1700|07036101, 04110601, 07071001, 08020701
1701|04123501, 04165301, 04165401, 05058401, 05013902, 06664309, 05098111, 06556902
1702|04112101, 05095401
1703|07015001, 07000901
1704|05121204, 06775804
1705|04010504, 05129301
1706|03055402, 06650008
1707|04106903, 05049111
1708|04106902, 05049110
1709|05096902, 05193802
1710|04160901, 05121902, 06644601, 09112101
1711|03000608, 05237509, 06591902
1712|05237518, 06724603
1713|05042501, 05042901, 06660501
1714|07060601, 08014001
1715|04117801, 06513301, 06618102, 07051503
1716|06706702, 04015402, 08064401, 10013201
1717|04108801, 06566309
1718|09012610, 06684805
1719|06721015, 06548109
1720|08027915, 07039210
1721|04004305, 04004507
1722|04108701, 05131603, 05132101, 05119801
1723|04081840, 09308809, 06664312, 05098114, 10006109
1724|04118101, 04161101
1725|03002701, 04018704, 05229184, 07082702, 09099402
1726|05224109, 06030702
1727|04004404, 04004704
1728|04080201, 04033901
1729|04037603, 06609304
1730|05212501, 06533302
1731|05224702, 05029602, 04046702, 05097702, 05159902, 07081502
1732|03022301, 05154302, 06585501, 06048004, 07070004
1733|05153701, 05122401
1734|05212405, 05214105
1735|05013201, 05013801
1736|04004403, 04004703
1737|04014002, 05198201
1738|09000501, 09078801
1739|05138503, 06017106
1740|06724101, 10002701
1741|04081333, 06738501
1742|09182601, 09043401, 09129901
1743|05138501, 07057201, 06554501, 07037408, 09049206, 06720301
1744|03007303, 06586101
1745|06699206, 06760007
1746|07102301, 09112803, 05177102
1747|06791409, 06657917
1748|04111002, 06609002
1749|05069301, 05034401, 05037401
1750|03017802, 04017515, 05007605, 07071309, 09001103, 05148204
1751|06512501, 09038001
1752|07009810, 07023715
1753|05123302, 07043302
1754|06717010, 06747002, 09007605
1755|10002402, 09152303
1756|09106505, 09168502
1757|06702001, 07096106
1758|08043801, 07082501
1759|04109401, 06610302
1760|07053010, 09025102
1761|04011205, 06509702
1762|06539901, 06701605
1763|03045001, 04110501
1764|06625701, 09215401
1765|04107201, 06580002, 06636902, 06639501
1766|09255501, 06644603, 09112102
1767|04011206, 06509703
1768|05071701, 07046103
1769|06569803, 05089703
1770|06529402, 05074703, 06644103, 06009702
1771|03000607, 08056701
1772|03018901, 09083201, 07046302
1773|03040201, 04104901
1774|06609501, 06688201, 05019601
1775|07065801, 06558901, 06757801
1776|05223903, 06619601, 05229178, 04105501, 08065001
1777|05223904, 06619602, 04105502, 08065002
1778|03012305, 03012403, 06749229
1779|07062901, 05168305
1780|05017401, 06504901
1781|07046001, 09236505
1782|05229190, 09297304
1783|09145501, 09122201
1784|05049501, 05169301, 06679901, 06787301
1785|07124802, 09011102
1786|06539304, 09216104, 09098706
1787|04008106, 04159106
1788|04008101, 04159101
1789|05015002, 05015101
1790|05207701, 06740605
1791|09078402, 06716902
1792|09078401, 06716901
1793|07129001, 07128301, 08065101
1794|04008104, 09142001
1795|09135502, 08018704
1796|03014605, 05237109, 08022501, 09098704
1797|09078403, 06716903
1798|05009101, 07059001
1799|03014601, 04144301, 07060202, 04009203, 05014601, 05014801, 07087101, 06740604, 09098708
1800|09078404, 06716904
1801|07060203, 08008501, 07049102
1802|09135501, 08018703
1803|04047104, 04048005, 09266904
1804|08024203, 09122404
1805|09311602, 08052602
1806|09308804, 06664303, 05098105, 10006104
1807|04149203, 04149303
1808|06686103, 06702810, 09122805
1809|03006001, 04133101
1810|05050702, 05190701, 06662302
1811|06655713, 07020001
1812|06628702, 06575309
1813|03018701, 05039201
1814|06584201, 06764401
1815|05007903, 05008001
1816|05025102, 05182302, 06532602, 04120502
1817|06564502, 09064502, 06735502
1818|05146701, 04121501
1819|05228808, 06730105, 07068401
1820|06677904, 06624402
1821|05228809, 06730106, 07068402
1822|04095001, 06593101
1823|04010505, 05082501
1824|08004302, 06533801, 10017101
1825|05057502, 04113302, 05074002
1826|08013801, 08014101
1827|03008309, 04102001
1828|04116701, 05003101, 05176201, 06723001
1829|05021201, 06539201, 07046904
1830|03012304, 05056804, 06749211, 09232105
1831|05162801, 06543802
1832|03032901, 06042401, 07063507
1833|04000703, 06706704, 06611201
1834|09296804, 10015204
1835|04080601, 09029601
1836|04080301, 09006701
1837|05039901, 05224201, 06051101
1838|05124701, 05023301, 06051201
1839|04081401, 06053001
1840|05076701, 06052001
1841|06052701, 09003701
1842|04082101, 06052501
1843|04081001, 06053101
1844|04081501, 06052901
1845|04082201, 06052201
1846|04080401, 09010701
1847|03005501, 05119901, 07031101, 06706801
1848|03010601, 05137801, 05172701, 05069502, 05073701, 05048901, 05107701, 05124601
1849|04148702, 04094302, 06610101
1850|04148802, 06038511, 06606602, 10016202
1851|06763902, 09012701
1852|05229401, 06544903
1853|06694401, 04013802, 05071901, 06670301, 06758701, 07010005, 06638302
1854|05021301, 05229172, 09051901
1855|03056201, 06665101
1856|04098501, 06588001
1857|09287101, 10019201
1858|03050501, 03056801, 06576006
1859|04160802, 05018901, 05190901
1860|04005901, 04006701, 04007001
1861|04005201, 09003202
1862|04000702, 06706703
1863|03056002, 06513401
1864|09303901, 07029101
1865|07032101, 09304101, 08011702
1866|09304001, 06015301
1867|07032001, 09294501
1868|03045301, 07072701
1869|03045201, 04144201
1870|06534901, 07017001
1871|08025402, 08011502
1872|03037601, 06719102
1873|03011001, 03052301, 04023401, 07100901
1874|03029001, 03029101
1875|03050502, 03056802, 06627507, 07024802, 07028902, 07025602, 09299301, 09288805
1876|09015601, 05218101, 07093001
1877|05235901, 06570001, 07044102, 09308601, 07026901
1878|03036204, 09084101, 09294701
1879|03018206, 04143906
1880|03033713, 06551011, 06627509, 09288803
1881|04164301, 05195601
1882|03050102, 03056402, 04084702, 04084802, 04143911, 06630510, 07025801, 09299302
1883|03018212, 04143912, 06630511
1884|03005201, 03058201, 03058401, 03058501, 09261701, 09283401
1885|03033714, 06551012
1886|05071101, 07023801, 09302501, 09309402, 09309702, 06728404, 06764803, 07026601, 07024602, 07023601, 06689003
1887|07024801, 07028901, 07025601
1888|03018209, 06630509
1889|05171401, 06775001, 09261702
1890|09296603, 05099603
1891|05002104, 06750003
1892|03018210, 04143910
